Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2540726,"singles-BM0828-HSC-frozen-151027-44","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650029",SRX2650029,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540727,"singles-BM0828-HSC-frozen-151027-45","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650030",SRX2650030,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540728,"singles-BM0828-HSC-frozen-151027-46","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650031",SRX2650031,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540729,"singles-BM0828-HSC-frozen-151027-47","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650032",SRX2650032,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540730,"singles-BM0828-HSC-frozen-151027-48","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650033",SRX2650033,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540731,"singles-BM0828-HSC-frozen-151027-49","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650034",SRX2650034,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540732,"singles-BM0828-HSC-frozen-151027-50","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650035",SRX2650035,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540733,"singles-BM0828-HSC-frozen-151027-51","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650036",SRX2650036,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540734,"singles-BM0828-HSC-frozen-151027-52","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650037",SRX2650037,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540735,"singles-BM0828-HSC-frozen-151027-53","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650038",SRX2650038,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540736,"singles-BM0828-HSC-frozen-151027-54","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650039",SRX2650039,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540737,"singles-BM0828-HSC-frozen-151027-55","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650040",SRX2650040,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540738,"singles-BM0828-HSC-frozen-151027-56","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650041",SRX2650041,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540739,"singles-BM0828-HSC-frozen-151027-57","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650042",SRX2650042,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540740,"singles-BM0828-HSC-frozen-151027-58","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650043",SRX2650043,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540741,"singles-BM0828-HSC-frozen-151027-59","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650044",SRX2650044,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540742,"singles-BM0828-HSC-frozen-151027-60","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650045",SRX2650045,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540743,"singles-BM0828-HSC-frozen-151027-61","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650046",SRX2650046,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540744,"singles-BM0828-HSC-frozen-151027-62","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650047",SRX2650047,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540745,"singles-BM0828-HSC-frozen-151027-63","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650048",SRX2650048,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540746,"singles-BM0828-HSC-frozen-151027-64","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650049",SRX2650049,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540747,"singles-BM0828-HSC-frozen-151027-65","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650050",SRX2650050,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540748,"singles-BM0828-HSC-frozen-151027-66","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650051",SRX2650051,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540749,"singles-BM0828-HSC-frozen-151027-67","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650052",SRX2650052,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540750,"singles-BM0828-HSC-frozen-151027-68","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650053",SRX2650053,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540751,"singles-BM0828-HSC-frozen-151027-69","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650054",SRX2650054,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540752,"singles-BM0828-HSC-frozen-151027-70","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650055",SRX2650055,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540753,"singles-BM0828-HSC-frozen-151027-71","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650056",SRX2650056,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540754,"singles-BM0828-HSC-frozen-151027-72","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650057",SRX2650057,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540755,"singles-BM0828-HSC-frozen-151027-73","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650058",SRX2650058,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540756,"singles-BM0828-HSC-frozen-151027-74","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650059",SRX2650059,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540757,"singles-BM0828-HSC-frozen-151027-75","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650060",SRX2650060,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540758,"singles-BM0828-HSC-frozen-151027-76","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650061",SRX2650061,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540759,"singles-BM0828-HSC-frozen-151027-77","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650062",SRX2650062,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540760,"singles-BM0828-HSC-frozen-151027-78","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650063",SRX2650063,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540761,"singles-BM0828-HSC-frozen-151027-79","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650064",SRX2650064,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540762,"singles-BM0828-HSC-frozen-151027-80","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650065",SRX2650065,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540763,"singles-BM0828-HSC-frozen-151027-81","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650066",SRX2650066,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540764,"singles-BM0828-HSC-frozen-151027-82","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650067",SRX2650067,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540765,"singles-BM0828-HSC-frozen-151027-83","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650068",SRX2650068,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540766,"singles-BM0828-HSC-frozen-151027-84","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650069",SRX2650069,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540767,"singles-BM0828-HSC-frozen-151027-85","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650070",SRX2650070,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540768,"singles-BM0828-HSC-frozen-151027-86","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650071",SRX2650071,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540769,"singles-BM0828-HSC-frozen-151027-87","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650072",SRX2650072,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540770,"singles-BM0828-HSC-frozen-151027-88","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650073",SRX2650073,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540771,"singles-BM0828-HSC-frozen-151027-89","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650074",SRX2650074,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540772,"singles-BM0828-HSC-frozen-151027-90","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650075",SRX2650075,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540773,"singles-BM0828-HSC-frozen-151027-91","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650076",SRX2650076,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540774,"singles-BM0828-HSC-frozen-151027-92","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650077",SRX2650077,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540775,"singles-BM0828-HSC-frozen-151027-93","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650078",SRX2650078,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540776,"singles-BM0828-HSC-frozen-151027-94","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650079",SRX2650079,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540777,"singles-BM0828-HSC-frozen-151027-95","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650080",SRX2650080,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540778,"singles-BM0828-HSC-frozen-151027-96","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650081",SRX2650081,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540779,"BM1077-MPP-Frozen-160105-1","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650082",SRX2650082,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540780,"BM1077-MPP-Frozen-160105-2","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650083",SRX2650083,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540781,"BM1077-MPP-Frozen-160105-3","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650084",SRX2650084,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540782,"BM1077-MPP-Frozen-160105-4","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650085",SRX2650085,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540783,"BM1077-MPP-Frozen-160105-5","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650086",SRX2650086,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540784,"BM1077-MPP-Frozen-160105-6","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650087",SRX2650087,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540785,"BM1077-MPP-Frozen-160105-7","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650088",SRX2650088,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540786,"BM1077-MPP-Frozen-160105-8","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650089",SRX2650089,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540787,"BM1077-MPP-Frozen-160105-9","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650090",SRX2650090,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540788,"BM1077-MPP-Frozen-160105-10","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650091",SRX2650091,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540789,"BM1077-MPP-Frozen-160105-11","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650092",SRX2650092,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540790,"BM1077-MPP-Frozen-160105-12","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650093",SRX2650093,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540791,"BM1077-MPP-Frozen-160105-13","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650094",SRX2650094,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540792,"BM1077-MPP-Frozen-160105-14","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650095",SRX2650095,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540793,"BM1077-MPP-Frozen-160105-15","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650096",SRX2650096,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540794,"BM1077-MPP-Frozen-160105-16","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650097",SRX2650097,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540795,"BM1077-MPP-Frozen-160105-17","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650098",SRX2650098,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540796,"BM1077-MPP-Frozen-160105-18","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650099",SRX2650099,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540797,"BM1077-MPP-Frozen-160105-19","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650100",SRX2650100,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540798,"BM1077-MPP-Frozen-160105-20","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650101",SRX2650101,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540799,"BM1077-MPP-Frozen-160105-21","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650102",SRX2650102,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540800,"BM1077-MPP-Frozen-160105-22","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650103",SRX2650103,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540801,"BM1077-MPP-Frozen-160105-23","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650104",SRX2650104,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540802,"BM1077-MPP-Frozen-160105-24","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650105",SRX2650105,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540803,"BM1077-MPP-Frozen-160105-25","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650106",SRX2650106,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540804,"BM1077-MPP-Frozen-160105-26","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650107",SRX2650107,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540805,"BM1077-MPP-Frozen-160105-27","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650108",SRX2650108,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540806,"BM1077-MPP-Frozen-160105-28","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650109",SRX2650109,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540807,"BM1077-MPP-Frozen-160105-29","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650110",SRX2650110,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540808,"BM1077-MPP-Frozen-160105-30","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650111",SRX2650111,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540809,"BM1077-MPP-Frozen-160105-31","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650112",SRX2650112,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540810,"BM1077-MPP-Frozen-160105-32","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650113",SRX2650113,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540811,"BM1077-MPP-Frozen-160105-33","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650114",SRX2650114,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540812,"BM1077-MPP-Frozen-160105-34","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650115",SRX2650115,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540813,"BM1077-MPP-Frozen-160105-35","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650116",SRX2650116,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540814,"BM1077-MPP-Frozen-160105-36","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650117",SRX2650117,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540815,"BM1077-MPP-Frozen-160105-37","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650118",SRX2650118,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540816,"BM1077-MPP-Frozen-160105-38","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650119",SRX2650119,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540817,"BM1077-MPP-Frozen-160105-39","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650120",SRX2650120,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540818,"BM1077-MPP-Frozen-160105-40","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650121",SRX2650121,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540819,"BM1077-MPP-Frozen-160105-41","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650122",SRX2650122,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540820,"BM1077-MPP-Frozen-160105-42","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650123",SRX2650123,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540821,"BM1077-MPP-Frozen-160105-43","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650124",SRX2650124,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540822,"BM1077-MPP-Frozen-160105-44","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650125",SRX2650125,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2540823,"BM1077-MPP-Frozen-160105-45","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650126",SRX2650126,"Jason Daniel Buenrostro","Apr 26, 2018"
